Series Name,Series Code,Country Name,Country Code,2016 [YR2016]
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zimbabwe,ZWE,1240
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Afghanistan,AFG,77790300893.8725
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Albania,ALB,33273569255.3288
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Algeria,DZA,545393972006.106
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,American Samoa,ASM,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Andorra,AND,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Angola,AGO,216244553633.198
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Antigua and Barbuda,ATG,1792750662.72916
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Argentina,ARG,863207236895.477
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Armenia,ARM,32364395080.3965
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Aruba,ABW,3748949816.13048
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Australia,AUS,1120633918006.06
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Austria,AUT,457586709759.297
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Azerbaijan,AZE,133314014398.87
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Bahamas, The",BHS,11942158277.36
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bahrain,BHR,63947711232.7998
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bangladesh,BGD,770879103187.534
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Barbados,BRB,5152235010.26856
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belarus,BLR,160900350090.374
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belgium,BEL,553524342166.756
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belize,BLZ,3258275977.10252
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Benin,BEN,33139256276.3922
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bermuda,BMU,5246908291.18516
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bhutan,BTN,7767567930.1109
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bolivia,BOL,101782354815.691
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bosnia and Herzegovina,BIH,41837134274.4552
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Botswana,BWA,33163187364.1
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Brazil,BRA,2846197824917.46
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,British Virgin Islands,VGB,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Brunei Darussalam,BRN,26009280715.0338
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bulgaria,BGR,128940657861.316
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Burkina Faso,BFA,34762910787.0786
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Burundi,BDI,8585942173.20767
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cabo Verde,CPV,3646587315.33736
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cambodia,KHM,72297997974.0618
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cameroon,CMR,83664911616.3662
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Canada,CAN,1657591887626.39
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cayman Islands,CYM,2619514300.11203
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Central African Republic,CAF,3942112928.35926
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Chad,TCD,31586636734.0096
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Channel Islands,CHI,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Chile,CHL,413012764323.289
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,China,CHN,19551764868088.8
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Colombia,COL,658039414706.677
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Comoros,COM,2341051172.79661
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Congo, Dem. Rep.",COD,78129240680.8212
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Congo, Rep.",COG,20224120130.4975
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Costa Rica,CRI,89513475335.587
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cote d'Ivoire,CIV,115130993832.18
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Croatia,HRV,97013318178.8196
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cuba,CUB,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Curacao,CUW,3704781412.94964
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cyprus,CYP,27364367643.1171
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Czechia,CZE,356471034544.78
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Denmark,DNK,304284296177.775
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Djibouti,DJI,4457233321.50236
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Dominica,DMA,870951698.858091
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Dominican Republic,DOM,164403135385.462
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ecuador,ECU,176153185406.284
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Egypt, Arab Rep.",EGY,1069524989723.49
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,El Salvador,SLV,49730228036.5628
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Equatorial Guinea,GNQ,19456870395.8154
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Eritrea,ERI,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Estonia,EST,41160634954.3146
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ethiopia,ETH,197586705772.362
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Faroe Islands,FRO,2784848334.94823
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Fiji,FJI,10206801498.4657
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Finland,FIN,245945316978.755
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,France,FRA,2918879960617.61
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,French Polynesia,PYF,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Gabon,GAB,27116527895.5201
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Gambia, The",GMB,4510338615.19933
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Georgia,GEO,46495073155.0409
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Germany,DEU,4368046845103.96
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ghana,GHA,141337268710.443
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Gibraltar,GIB,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Greece,GRC,293037835128.615
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Greenland,GRL,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Grenada,GRD,1462955956.1401
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guam,GUM,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guatemala,GTM,146464752068.307
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guinea,GIN,26904454027.6037
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guinea-Bissau,GNB,3389358587.79474
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Guyana,GUY,8703062025.48157
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Haiti,HTI,34837480265.1542
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Honduras,HND,45399704059.0202
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Hong Kong SAR, China",HKG,426902050223.732
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Hungary,HUN,267987006387.463
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Iceland,ISL,18290558555.509
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,India,IND,7706181204018.37
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Indonesia,IDN,2628825069015.53
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Iran, Islamic Rep.",IRN,1274483267107.27
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Iraq,IRQ,346000767006.376
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ireland,IRL,283308161135.305
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Isle of Man,IMN,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Israel,ISR,326630380115.037
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Italy,ITA,2440210322263.84
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Jamaica,JAM,26836826388.845
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Japan,JPN,5338418864031.41
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Jordan,JOR,86863843994.8362
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Kazakhstan,KAZ,381362825184.343
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Kenya,KEN,186000269591.319
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Kiribati,KIR,489141446.839585
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Korea, Dem. People's Rep.",PRK,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Korea, Rep.",KOR,2141790582760.39
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Kosovo,XKX,16478147987.9339
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Kuwait,KWT,187196953122.996
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Kyrgyz Republic,KGZ,26936738702.4326
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Lao PDR,LAO,44583344866.2946
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Latvia,LVA,47087028240.1491
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Lebanon,LBN,117847615338.494
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Lesotho,LSO,7116435555.77473
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Liberia,LBR,6501423381.49662
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Libya,LBY,114179713789.122
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Liechtenstein,LIE,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Lithuania,LTU,79679561983.2425
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Luxembourg,LUX,43719406405.0222
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Macao SAR, China",MAC,63328084878.0173
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,North Macedonia,MKD,28095480805.0124
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Madagascar,MDG,39354407588.6816
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Malawi,MWI,24683438880.3585
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Malaysia,MYS,781577863648.754
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Maldives,MDV,7654801124.56947
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Mali,MLI,47501152885.1243
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Malta,MLT,15446735165.6404
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Marshall Islands,MHL,263638846.908151
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Mauritania,MRT,18788148112.8126
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Mauritius,MUS,28894705431.3641
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Mexico,MEX,2393565436264.06
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Micronesia, Fed. Sts.",FSM,425722883.550945
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Moldova,MDA,30562698896.897
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Monaco,MCO,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Mongolia,MNG,29793059762.4745
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Montenegro,MNE,10607810623.3211
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Morocco,MAR,275101766505.828
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Mozambique,MOZ,36965162204.3397
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Myanmar,MMR,223681170227.824
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Namibia,NAM,24391252952.4007
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Nauru,NRU,156983060.672101
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Nepal,NPL,84283663269.3559
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Netherlands,NLD,878515000352.003
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,New Caledonia,NCL,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,New Zealand,NZL,182353602478.265
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Nicaragua,NIC,34912757613.8181
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Niger,NER,25380000723.662
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Nigeria,NGA,1367086676593.17
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Northern Mariana Islands,MNP,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Norway,NOR,323801372250.271
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Oman,OMN,142339170740.119
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Pakistan,PAK,1002030923785.33
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Palau,PLW,307783794.491602
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Panama,PAN,113542462149.787
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Papua New Guinea,PNG,32613538948.8238
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Paraguay,PRY,80275869922.6391
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Peru,PER,357007419043.172
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Philippines,PHL,875506408879.903
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Poland,POL,1034762526091.51
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Portugal,PRT,318759416957.173
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Puerto Rico (US),PRI,75279386784.2397
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Qatar,QAT,221149565426.594
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Romania,ROU,433361979854.384
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Russian Federation,RUS,3440587138811.77
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Rwanda,RWA,21636033367.5603
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Samoa,WSM,1222113563.3078
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,San Marino,SMR,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Sao Tome and Principe,STP,682740049.932667
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Saudi Arabia,SAU,1580191818012.66
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Senegal,SEN,45403355545.6457
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Serbia,SRB,102582372676.816
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Seychelles,SYC,2537899307.22492
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Sierra Leone,SLE,18686236340.5654
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Singapore,SGP,474207796200.791
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Sint Maarten (Dutch part),SXM,1672291522.08964
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Slovak Republic,SVK,157911266827.506
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Slovenia,SVN,67737919896.8647
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Solomon Islands,SLB,1553933544.19067
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Somalia, Fed. Rep.",SOM,20974602576.9014
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,South Africa,ZAF,754274886214.158
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,South Sudan,SSD,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Spain,ESP,1750233410721.95
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Sri Lanka,LKA,270463171138.21
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,St. Kitts and Nevis,KNA,1253540048.54963
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,St. Lucia,LCA,2529283874.22783
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,St. Martin (French part),MAF,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,St. Vincent and the Grenadines,VCT,1420978451.57082
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Sudan,SDN,180697326856.387
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Suriname,SUR,8074262873.62891
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Eswatini,SWZ,9215047347.34819
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Sweden,SWE,500323147884.305
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Switzerland,CHE,560671216442.423
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Syrian Arab Republic,SYR,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Tajikistan,TJK,29857833446.6067
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Tanzania,TZA,124715501759.383
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Thailand,THA,1125830947041.56
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Timor-Leste,TLS,5637437831.73363
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Togo,TGO,15298589692.7168
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Tonga,TON,634558137.449344
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Trinidad and Tobago,TTO,37534881289.5166
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Tunisia,TUN,124009382893.002
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Turkiye,TUR,2096820386655.84
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Turkmenistan,TKM,80024241583.6647
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Turks and Caicos Islands,TCA,1102029707.74853
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Tuvalu,TUV,64068714.4763635
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Uganda,UGA,82538604596.4604
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Ukraine,UKR,474782135855.741
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,United Arab Emirates,ARE,628775165260.297
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,United Kingdom,GBR,2824431493908.68
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,United States,USA,19036279000000
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Uruguay,URY,73612592068.1113
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Uzbekistan,UZB,218609964317.943
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Vanuatu,VUT,842266072.544228
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Venezuela, RB",VEN,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Viet Nam,VNM,743900376751.093
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Virgin Islands (U.S.),VIR,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,West Bank and Gaza,PSE,29731907745.5068
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Yemen, Rep.",YEM,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Zambia,ZMB,54313038103.1591
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Zimbabwe,ZWE,58892084310.8043
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Afghanistan,AFG,2240
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Albania,ALB,12370
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Algeria,DZA,13350
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,American Samoa,ASM,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Andorra,AND,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Angola,AGO,7410
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Antigua and Barbuda,ATG,19930
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Argentina,ARG,19660
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Armenia,ARM,10820
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Aruba,ABW,34480
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Australia,AUS,46320
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Austria,AUT,52380
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Azerbaijan,AZE,13660
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Bahamas, The",BHS,30770
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bahrain,BHR,44920
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bangladesh,BGD,4790
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Barbados,BRB,18430
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Belarus,BLR,16990
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Belgium,BEL,48850
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Belize,BLZ,8930
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Benin,BEN,2830
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bermuda,BMU,82690
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bhutan,BTN,10390
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bolivia,BOL,9100
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bosnia and Herzegovina,BIH,12050
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Botswana,BWA,14840
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Brazil,BRA,14010
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,British Virgin Islands,VGB,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Brunei Darussalam,BRN,60830
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bulgaria,BGR,18700
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Burkina Faso,BFA,1800
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Burundi,BDI,760
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cabo Verde,CPV,7110
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cambodia,KHM,4560
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cameroon,CMR,3570
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Canada,CAN,45900
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cayman Islands,CYM,41510
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Central African Republic,CAF,840
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Chad,TCD,2090
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Channel Islands,CHI,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Chile,CHL,22610
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,China,CHN,14090
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Colombia,COL,13870
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Comoros,COM,3160
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Congo, Dem. Rep.",COD,930
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Congo, Rep.",COG,3870
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Costa Rica,CRI,18390
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cote d'Ivoire,CIV,4430
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Croatia,HRV,23620
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cuba,CUB,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Curacao,CUW,23200
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cyprus,CYP,31570
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Czechia,CZE,33740
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Denmark,DNK,53120
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Djibouti,DJI,4300
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Dominica,DMA,12510
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Dominican Republic,DOM,15580
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ecuador,ECU,10670
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Egypt, Arab Rep.",EGY,10520
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,El Salvador,SLV,8020
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Equatorial Guinea,GNQ,12900
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Eritrea,ERI,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Estonia,EST,31280
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ethiopia,ETH,1850
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Faroe Islands,FRO,56300
